UserId;TransactionId;Year;Month;Day;Time;ItemCode;ItemDescription;NumberOfItemsPurchased;CostPerItem;SellingPricePerItem;Country;ClientKeywords
-1;6162475;2018;Sep;26;12:27:00;478191;CLEAR DRAWER KNOB ACRYLIC EDWARDIAN;84;3.4;5.44;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
339906;6167964;2018;Oct;1;09:55:00;462609;SPACEBOY BIRTHDAY CARD;36;0.58;0.64;United Kingdom;['Young Adult', 'Corporation', 'Loyal Client']
-1;6358737;2019;Feb;3;11:43:00;212835;COLOURING PENCILS BROWN TUBE;3;3.4;4.08;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
318444;6261332;2018;Dec;14;08:05:00;485016;PETIT TRAY CHIC;9;2.28;4.1;United Kingdom;['Adult', 'Corporation', 'New Client']
-1;6356284;2019;Feb;3;06:41:00;477477;RIBBON REEL CHRISTMAS PRESENT ;6;5.7;6.84;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
315819;6183738;2018;Oct;15;07:45:00;451983;DOORMAT FANCY FONT HOME SWEET HOME;3;10.98;12.08;United Kingdom;['Adult', 'Solo Entrepreneur', 'Loyal Client']
-1;6314803;2019;Jan;14;11:15:00;495159;;9;0;0;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
321531;6278767;2018;Dec;24;08:24:00;486465;LARGE CERAMIC TOP STORAGE JAR;144;2.01;2.21;United Kingdom;['Adult', 'Corporation', 'New Client']
328776;6068271;2018;Jul;15;08:17:00;486066;TRIPLE HOOK ANTIQUE IVORY ROSE;12;4.55;7.74;United Kingdom;['Senior', 'Solo Entrepreneur', 'New Client']
265629;6081284;2018;Jul;23;10:37:00;444318;MOODY GIRL DOOR HANGER ;36;2.01;3.22;Germany;['Adult', 'Small Business', 'New Client']
273924;5990501;2018;May;5;11:20:00;451647;ELEPHANT  BIRTHDAY CARD  ;36;0.58;0.81;United Kingdom;['Young Adult', 'Corporation', 'New Client']
312858;5979556;2018;Apr;24;08:21:00;479304;3 TIER SWEETHEART GARDEN SHELF;3;49.62;64.51;United Kingdom;['Young Adult', 'Solo Entrepreneur', 'New Client']
-1;6195123;2018;Oct;24;12:30:00;451059;WHITE SKULL HOT WATER BOTTLE ;6;10.3;13.39;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
321531;5925150;2018;Feb;24;11:05:00;446418;VICTORIAN SEWING BOX LARGE;-3;15.12;16.63;United Kingdom;['Adult', 'Corporation', 'New Client']
260715;6165940;2018;Sep;30;08:26:00;488061;TREASURE TIN GYMKHANA DESIGN;-3;2.88;4.03;Australia;['Adult', 'Small Business', 'New Client']
-1;6268878;2018;Dec;18;12:08:00;494130;WALL ART ONLY ONE PERSON ;3;14.9;25.33;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
295176;6168052;2018;Oct;1;10:55:00;484092;RECYCLED ACAPULCO MAT TURQUOISE;9;11.39;18.22;United Kingdom;['Middle Age', 'Solo Entrepreneur', 'Loyal Client']
303576;6253687;2018;Dec;9;08:52:00;480165;HAND WARMER OWL DESIGN;3;2.9;4.35;United Kingdom;['Middle Age', 'Small Business', 'New Client']
350406;5976366;2018;Apr;21;07:56:00;471786;FAIRY TALE COTTAGE NIGHTLIGHT;3;2.7;2.97;United Kingdom;['Young Adult', 'Small Business', 'Loyal Client']
285453;6143962;2018;Sep;11;08:23:00;481425;BLUE GIANT GARDEN THERMOMETER;6;8.22;14.8;United Kingdom;['Senior', 'Corporation', 'New Client']
308931;6068931;2018;Jul;15;12:49:00;1769859;CHERRY BLOSSOM DECORATIVE FLASK;9;5.18;5.7;United Kingdom;['Senior', 'Small Business', 'New Client']
275058;6273025;2018;Dec;22;06:57:00;435267;LUNCH BAG  BLACK SKULL ;60;2.28;3.65;United Kingdom;['Young Adult', 'Corporation', 'New Client']
358449;6152531;2018;Sep;18;10:30:00;468615;200 RED + WHITE BENDY STRAWS;36;1.73;2.42;United Kingdom;['Young Adult', 'Solo Entrepreneur', 'Loyal Client']
358428;5969337;2018;Apr;14;08:16:00;461475;PACK OF 60 DINOSAUR CAKE CASES;18;0.76;0.99;United Kingdom;['Senior', 'Solo Entrepreneur', '2-5 Year Client']
266700;6075465;2018;Jul;20;12:10:00;481971;60 CAKE CASES DOLLY GIRL DESIGN;72;0.76;0.91;France;['Senior', 'Corporation', 'Loyal Client']
345387;6176115;2018;Oct;8;08:45:00;469602;GLASS JAR PEACOCK BATH SALTS;3;4.08;4.49;United Kingdom;['Adult', 'Corporation', 'New Client']
330855;6230840;2018;Nov;24;11:19:00;490560;SET 8 CANDLES VINTAGE DOILY;36;2.7;4.05;United Kingdom;['Adult', 'Solo Entrepreneur', 'Loyal Client']
313131;6255194;2018;Dec;10;08:20:00;442428;VINTAGE BILLBOARD LOVE/HATE MUG;36;1.73;1.9;EIRE;['Adult', 'Solo Entrepreneur', 'New Client']
329133;6230950;2018;Nov;24;12:12:00;489489;SET OF 60 I LOVE LONDON CAKE CASES ;72;0.76;1.06;United Kingdom;['Young Adult', 'Corporation', '2-5 Year Client']
311661;6008706;2018;May;22;09:28:00;435729;ASSORTED COLOUR MINI CASES;18;10.98;14.27;United Kingdom;['Young Adult', 'Corporation', '2-5 Year Client']
351099;6053872;2018;Jun;30;06:21:00;466032;BLUE DINER WALL CLOCK;3;11.73;14.08;United Kingdom;['Young Adult', 'Solo Entrepreneur', '2-5 Year Client']
261072;6132192;2018;Sep;1;09:27:00;445074;PINK  HONEYCOMB PAPER FAN;36;0.9;1.53;Norway;['Middle Age', 'Corporation', '2-5 Year Client']
264012;6288964;2018;Dec;31;04:20:00;1011864;DOORMAT ENGLISH ROSE ;6;11.39;20.5;Germany;['Middle Age', 'Small Business', 'New Client']
-1;5950747;2018;Mar;26;11:01:00;446670;ANTIQUE CREAM CUTLERY CUPBOARD;3;11.69;15.2;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
347571;6220082;2018;Nov;17;05:38:00;485562;PARTY CHARMS 50 PIECES;36;1.15;1.96;United Kingdom;['Senior', 'Solo Entrepreneur', 'New Client']
-1;6164763;2018;Sep;29;11:49:00;998886;TEA TIME PARTY BUNTING;15;6.84;8.21;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
366324;6130542;2018;Sep;1;05:04:00;476805;WRAP GREEN PEARS ;75;0.58;0.75;Canada;['Young Adult', 'Small Business', 'New Client']
274869;6004240;2018;May;19;09:35:00;470883;REGENCY CAKESTAND 3 TIER;-15;15.12;18.14;United Kingdom;['Adult', 'Small Business', '2-5 Year Client']
-1;6345240;2019;Jan;28;11:23:00;477120;SET OF 3 CAKE TINS PANTRY DESIGN ;18;14.9;17.88;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
362439;5911114;2018;Feb;17;08:55:00;443226;CREAM SLICE FLANNEL CHOCOLATE SPOT ;3;4.08;6.94;United Kingdom;['Senior', 'Corporation', 'Loyal Client']
366513;6356075;2019;Feb;3;05:42:00;478800;ANTIQUE TALL SWIRLGLASS TRINKET POT;12;5.18;8.81;United Kingdom;['Middle Age', 'Solo Entrepreneur', 'Loyal Client']
259287;6308621;2019;Jan;12;08:25:00;489468;SET OF 60 VINTAGE LEAF CAKE CASES ;72;0.76;0.91;Iceland;['Middle Age', 'Solo Entrepreneur', 'Loyal Client']
363783;6188259;2018;Oct;19;08:05:00;1786029;BABY BOOM RIBBONS ;9;1.73;2.42;United Kingdom;['Middle Age', 'Corporation', '2-5 Year Client']
311892;6035150;2018;Jun;13;09:22:00;476133;FRENCH GARDEN SIGN BLUE METAL;36;1.73;3.11;United Kingdom;['Senior', 'Solo Entrepreneur', '2-5 Year Client']
266994;6208092;2018;Nov;6;05:55:00;482643;CARD BILLBOARD FONT;36;0.58;0.7;France;['Young Adult', 'Small Business', 'Loyal Client']
-1;6147944;2018;Sep;15;12:18:00;447909;DINOSAURS  WRITING SET ;3;1.15;1.61;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
334110;6365304;2019;Feb;5;12:59:00;474579;CHRISTMAS MUSICAL ZINC STAR;18;0.41;0.7;United Kingdom;['Middle Age', 'Corporation', 'New Client']
-1;5968864;2018;Apr;14;05:48:00;1519329;SET/6 PURPLE BUTTERFLY T-LIGHTS;9;5.7;10.26;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
317184;5999609;2018;May;14;10:16:00;440832;JAZZ HEARTS PURSE NOTEBOOK;36;1.18;1.53;United Kingdom;['Senior', 'Solo Entrepreneur', 'Loyal Client']
296016;6275368;2018;Dec;22;13:12:00;451185;RETROSPOT HEART HOT WATER BOTTLE;6;14.9;25.33;United Kingdom;['Adult', 'Solo Entrepreneur', 'New Client']
-1;6186587;2018;Oct;16;12:32:00;482160;JAM MAKING SET WITH JARS;3;11.45;20.61;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
369285;6204539;2018;Nov;3;09:30:00;461664;PACK OF 12 PINK PAISLEY TISSUES ;6;0.41;0.49;United Kingdom;['Adult', 'Corporation', '2-5 Year Client']
-1;6192505;2018;Oct;23;06:14:00;463806;PAPER CHAIN KIT 50'S CHRISTMAS ;3;9.15;13.73;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
300258;5987245;2018;May;1;08:43:00;460005;MORE BUTTER METAL SIGN ;36;2.56;4.1;United Kingdom;['Middle Age', 'Small Business', 'New Client']
310716;5960592;2018;Apr;7;05:52:00;786408;CERAMIC CAKE DESIGN SPOTTED MUG;18;2.06;2.27;United Kingdom;['Senior', 'Solo Entrepreneur', 'New Client']
306726;6201404;2018;Oct;31;07:15:00;470610;MONEY BOX HOUSEKEEPING DESIGN;3;1.73;2.25;United Kingdom;['Middle Age', 'Small Business', '2-5 Year Client']
-1;6189887;2018;Oct;20;11:42:00;487389;LUNCH BAG VINTAGE DOILY ;3;5.7;8.55;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
282555;6340532;2019;Jan;27;07:21:00;445872;STRAWBERRY CERAMIC TRINKET POT;36;1.73;2.6;United Kingdom;['Young Adult', 'Corporation', 'New Client']
261954;6017055;2018;May;30;10:20:00;455658;MOCK LOBSTER FRIDGE MAGNET;36;1.18;1.3;Germany;['Adult', 'Solo Entrepreneur', '2-5 Year Client']
-1;6152718;2018;Sep;18;12:30:00;446124;BLUE POLKADOT PLATE ;6;4.55;5.01;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
377748;6146107;2018;Sep;12;11:22:00;465633;METAL 4 HOOK HANGER FRENCH CHATEAU;3;4.08;6.53;United Kingdom;['Senior', 'Small Business', '2-5 Year Client']
365988;6150738;2018;Sep;17;12:03:00;483588;DRAWER KNOB CRACKLE GLAZE BLUE;18;2.28;3.42;United Kingdom;['Young Adult', 'Corporation', 'New Client']
358029;6350432;2019;Jan;30;09:18:00;472668;DOORSTOP RETROSPOT HEART;12;5.18;8.81;United Kingdom;['Young Adult', 'Solo Entrepreneur', 'New Client']
282828;5963430;2018;Apr;8;11:36:00;339276;WRAP PINK FAIRY CAKES ;75;0.58;1.04;United Kingdom;['Senior', 'Corporation', 'New Client']
259854;6339795;2019;Jan;26;11:37:00;482055;36 FOIL STAR CAKE CASES ;18;2.9;4.64;Austria;['Senior', 'Corporation', 'New Client']
283647;6162629;2018;Sep;28;07:50:00;489258;SPOTTY BUNTING;9;6.84;12.31;United Kingdom;['Middle Age', 'Small Business', 'Loyal Client']
-1;6234327;2018;Nov;26;11:54:00;478611;T-LIGHT GLASS FLUTED ANTIQUE;15;3.4;6.12;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;5978863;2018;Apr;23;09:00:00;452739;STRAWBERRY LUNCH BOX WITH CUTLERY;3;6.85;7.54;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
297276;6085266;2018;Jul;28;04:16:00;489258;SPOTTY BUNTING;36;6.84;10.94;EIRE;['Young Adult', 'Small Business', 'New Client']
-1;6186620;2018;Oct;16;12:38:00;468405;COFFEE MUG PINK PAISLEY DESIGN;3;6.85;10.96;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
374661;6320017;2019;Jan;16;11:08:00;443877;BLACK RECORD COVER FRAME;6;5.18;6.73;United Kingdom;['Senior', 'Corporation', 'New Client']
-1;5992448;2018;May;7;07:10:00;460488;JUMBO BAG SCANDINAVIAN PAISLEY;3;5.7;9.69;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
374661;5906824;2018;Feb;14;10:35:00;1771392;SILVER CHRISTMAS TREE BAUBLE STAND ;3;23.4;30.42;United Kingdom;['Senior', 'Corporation', 'New Client']
275415;6370474;2019;Feb;9;08:38:00;487326;LUNCH BAG APPLE DESIGN;60;2.28;2.51;United Kingdom;['Young Adult', 'Solo Entrepreneur', 'New Client']
313131;6074882;2018;Jul;20;07:37:00;340956;KITTY PENCIL ERASERS;84;0.29;0.32;EIRE;['Adult', 'Solo Entrepreneur', 'New Client']
366450;6241191;2018;Dec;2;06:12:00;459354;GIN AND TONIC MUG;2232;2.05;2.67;United Kingdom;['Young Adult', 'Solo Entrepreneur', '2-5 Year Client']
311892;6035150;2018;Jun;13;09:22:00;444675;GIN + TONIC DIET METAL SIGN;36;3.52;5.98;United Kingdom;['Senior', 'Solo Entrepreneur', '2-5 Year Client']
320460;5903337;2018;Feb;13;08:09:00;470883;REGENCY CAKESTAND 3 TIER;12;17.6;28.16;United Kingdom;['Young Adult', 'Small Business', '2-5 Year Client']
318150;6204715;2018;Nov;3;11:05:00;480984;CALENDAR PAPER CUT DESIGN;18;4.08;5.3;United Kingdom;['Senior', 'Solo Entrepreneur', '2-5 Year Client']
307566;6330588;2019;Jan;22;06:32:00;463638;RIBBON REEL LACE DESIGN ;360;2.56;4.61;Netherlands;['Middle Age', 'Small Business', 'New Client']
322329;6111303;2018;Aug;17;11:46:00;487032;BUNDLE OF 3 ALPHABET EXERCISE BOOKS;9;2.28;3.42;United Kingdom;['Senior', 'Small Business', 'Loyal Client']
347025;5915305;2018;Feb;19;07:31:00;444234;RED RETROSPOT OVEN GLOVE ;30;1.73;1.9;United Kingdom;['Adult', 'Solo Entrepreneur', '2-5 Year Client']
-1;6361784;2019;Feb;5;05:21:00;475734;DELUXE SEWING KIT ;3;16.05;19.26;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
298641;6159032;2018;Sep;24;11:04:00;483588;DRAWER KNOB CRACKLE GLAZE BLUE;18;2.28;3.42;United Kingdom;['Adult', 'Small Business', 'Loyal Client']
-1;5960130;2018;Apr;4;13:09:00;993510;SMALL POP BOX FUNKY MONKEY;9;2.25;2.7;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;6055170;2018;Jun;30;09:49:00;464079;CARAVAN SQUARE TISSUE BOX;3;3.4;4.42;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
369789;6306795;2019;Jan;11;08:14:00;453411;COSY HOUR CIGAR BOX MATCHES ;9;1.73;2.77;United Kingdom;['Adult', 'Solo Entrepreneur', '2-5 Year Client']
-1;6217574;2018;Nov;14;05:38:00;445557;RED RETROSPOT ROUND CAKE TINS;3;28.7;40.18;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;6393387;2019;Feb;19;05:20:00;476259;FRENCH BLUE METAL DOOR SIGN 4;3;3.4;4.76;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
325626;6171374;2018;Oct;5;07:45:00;461307;PACK OF 12 SKULL TISSUES;12;0.41;0.62;United Kingdom;['Senior', 'Solo Entrepreneur', 'Loyal Client']
305067;6033071;2018;Jun;12;08:08:00;1773639;PINK METAL CHICKEN HEART ;6;2.06;2.47;United Kingdom;['Middle Age', 'Solo Entrepreneur', 'Loyal Client']
-1;6055181;2018;Jun;30;09:52:00;469686;DOORMAT AIRMAIL ;3;21.8;37.06;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
265167;6170967;2018;Oct;3;09:59:00;435288;LUNCH BAG CARS BLUE;60;2.28;3.88;Germany;['Young Adult', 'Small Business', '2-5 Year Client']
324240;6174674;2018;Oct;7;10:27:00;457611;VINTAGE HEADS AND TAILS CARD GAME ;6;1.73;2.94;United Kingdom;['Senior', 'Corporation', '2-5 Year Client']
371700;6360475;2019;Feb;4;07:51:00;492114;3 RAFFIA RIBBONS 50'S CHRISTMAS ;30;1.1;1.21;United Kingdom;['Senior', 'Small Business', 'Loyal Client']
289107;6272827;2018;Dec;22;05:56:00;476658;PINK REGENCY TEACUP AND SAUCER;36;4.08;4.49;United Kingdom;['Adult', 'Small Business', 'New Client']
278523;6002590;2018;May;18;08:46:00;444654;POTTERING IN THE SHED METAL SIGN;6;2.88;5.18;United Kingdom;['Young Adult', 'Corporation', '2-5 Year Client']
271551;6186829;2018;Oct;16;14:06:00;473781;WOODEN SCHOOL COLOURING SET;1080;2.01;3.22;United Kingdom;['Adult', 'Corporation', '2-5 Year Client']
360297;6127715;2018;Aug;28;11:08:00;1660071;SMOKEY GREY COLOUR D O F  GLASS;72;0.41;0.7;United Kingdom;['Young Adult', 'Solo Entrepreneur', 'Loyal Client']
267708;6360321;2019;Feb;4;07:47:00;491232;SPACEBOY ROCKET LOLLY MAKERS;3;2.88;4.32;United Kingdom;['Young Adult', 'Corporation', 'Loyal Client']
287574;6001402;2018;May;16;05:05:00;435834;RETROSPOT RED WASHING UP GLOVES;216;2.34;3.98;United Kingdom;['Adult', 'Corporation', '2-5 Year Client']
266805;6042476;2018;Jun;20;05:54:00;445998;RED RETROSPOT CUP;24;1.18;2.12;Germany;['Senior', 'Corporation', 'Loyal Client']
-1;6358737;2019;Feb;3;11:43:00;467187;BUNNY DECORATION MAGIC GARDEN;3;2.25;2.7;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
312963;6002513;2018;May;18;07:50:00;478737;CHEST OF DRAWERS GINGHAM HEART ;3;23.4;35.1;United Kingdom;['Senior', 'Small Business', '2-5 Year Client']
267813;5922367;2018;Feb;23;07:44:00;480039;EASTER TIN BUNNY BOUQUET;180;2.28;2.74;Japan;['Adult', 'Corporation', 'New Client']
356181;6196817;2018;Oct;27;09:46:00;473928;FELTCRAFT CUSHION OWL;12;5.18;8.29;United Kingdom;['Adult', 'Corporation', '2-5 Year Client']
342195;6374764;2019;Feb;11;04:17:00;489321;GARDENERS KNEELING PAD KEEP CALM ;36;2.28;2.96;United Kingdom;['Young Adult', 'Corporation', '2-5 Year Client']
335538;6249111;2018;Dec;5;11:21:00;1784811;60 TEATIME FAIRY CAKE CASES;72;0.76;1.29;United Kingdom;['Young Adult', 'Solo Entrepreneur', 'Loyal Client']
281820;6135096;2018;Sep;3;07:35:00;482706;WRAP GINGHAM ROSE ;75;0.58;0.93;United Kingdom;['Senior', 'Small Business', '2-5 Year Client']
326109;5958238;2018;Apr;3;08:16:00;434931;JUMBO BAG TOYS ;3;2.7;3.24;United Kingdom;['Senior', 'Solo Entrepreneur', 'New Client']
355026;6240168;2018;Dec;1;07:49:00;489006;BLUE VINTAGE SPOT BEAKER;6;1.18;1.89;United Kingdom;['Young Adult', 'Small Business', 'New Client']
313278;6197730;2018;Oct;28;07:50:00;1734600;NO SINGING METAL SIGN;72;2.9;3.77;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
301707;6081229;2018;Jul;23;10:25:00;479661;ROUND CAKE TIN VINTAGE GREEN;3;10.98;19.76;United Kingdom;['Middle Age', 'Solo Entrepreneur', 'Loyal Client']
263571;5932861;2018;Feb;28;07:23:00;1787079;JUMBO  BAG BAROQUE BLACK WHITE;30;2.7;2.97;Spain;['Middle Age', 'Corporation', 'Loyal Client']
345114;5981844;2018;Apr;27;08:17:00;478275;PURPLE DRAWERKNOB ACRYLIC EDWARDIAN;36;1.73;2.08;United Kingdom;['Young Adult', 'Small Business', 'Loyal Client']
-1;6137307;2018;Sep;4;11:30:00;1734243;HOT BATHS METAL SIGN;3;5.7;6.27;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;6173783;2018;Oct;7;07:52:00;1428;ebay;-30;0;0;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
267834;5974969;2018;Apr;18;06:31:00;210042;INFLATABLE POLITICAL GLOBE ;3;1.18;1.77;Japan;['Young Adult', 'Corporation', '2-5 Year Client']
-1;6004845;2018;May;19;13:14:00;450618;2 PICTURE BOOK EGGS EASTER BUNNY;3;3.4;3.74;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;5957512;2018;Apr;2;11:08:00;454293;SUNFLOWER DECORATIVE PARASOL;3;11.45;16.03;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
375564;5906373;2018;Feb;14;08:11:00;1783824;SET OF 6 KASHMIR FOLKART BAUBLES;6;5.87;10.57;United Kingdom;['Adult', 'Small Business', 'Loyal Client']
303576;6180834;2018;Oct;12;11:00:00;1775256;ENGLISH ROSE NOTEBOOK A7 SIZE;3;0.58;0.93;United Kingdom;['Middle Age', 'Small Business', 'New Client']
-1;6298039;2019;Jan;5;13:03:00;1764651;CHARLIE LOLA BLUE HOT WATER BOTTLE ;3;5.7;10.26;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;6330247;2019;Jan;21;12:14:00;477855;SMALL PURPLE BABUSHKA NOTEBOOK ;3;2.25;3.38;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;6170186;2018;Oct;3;05:20:00;1782396;GREEN HEART COMPACT MIRROR;3;3.4;5.1;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
314958;6048966;2018;Jun;24;12:28:00;463617;6 RIBBONS RUSTIC CHARM;3;2.28;3.42;United Kingdom;['Middle Age', 'Solo Entrepreneur', 'Loyal Client']
262164;6320050;2019;Jan;16;11:18:00;787059;CUBIC MUG FLOCK PINK ON BROWN;36;0.54;0.76;Spain;['Middle Age', 'Small Business', 'Loyal Client']
380289;6269615;2018;Dec;18;14:47:00;474348;CARD HOLDER GINGHAM HEART;6;3.99;6.78;United Kingdom;['Senior', 'Corporation', '2-5 Year Client']
305802;6247384;2018;Dec;4;15:54:00;464961;CHRISTMAS CRAFT TREE TOP ANGEL;9;2.9;3.48;United Kingdom;['Senior', 'Corporation', 'Loyal Client']
284655;6094770;2018;Aug;3;07:06:00;486507;SMALL CERAMIC TOP STORAGE JAR ;48;1.15;1.73;United Kingdom;['Young Adult', 'Solo Entrepreneur', 'Loyal Client']
-1;6306190;2019;Jan;9;10:51:00;491316;LE JARDIN BOTANIQUE CUSHION COVER;3;5.18;8.29;Switzerland;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
332976;6093285;2018;Aug;1;06:32:00;786450;CERAMIC CAKE BOWL + HANGING CAKES;3;4.08;6.53;United Kingdom;['Middle Age', 'Small Business', 'Loyal Client']
296016;6331677;2019;Jan;22;08:37:00;479157;CARD SUKI BIRTHDAY;3;0.58;0.99;United Kingdom;['Adult', 'Solo Entrepreneur', 'New Client']
267708;6132764;2018;Sep;2;05:18:00;1786239;FRENCH ENAMEL WATER BASIN;3;5.18;7.77;United Kingdom;['Young Adult', 'Corporation', 'Loyal Client']
344799;5971548;2018;Apr;15;08:25:00;441714;REX CASH+CARRY JUMBO SHOPPER;6;1.32;2.24;United Kingdom;['Middle Age', 'Corporation', 'New Client']
288456;6385797;2019;Feb;15;11:19:00;1786491;BLUE CHARLIE+LOLA PERSONAL DOORSIGN;6;0.54;0.65;United Kingdom;['Middle Age', 'Small Business', 'Loyal Client']
275373;6053982;2018;Jun;30;07:13:00;463890;PAPER BUNTING RETROSPOT;9;4.08;4.9;United Kingdom;['Young Adult', 'Small Business', '2-5 Year Client']
295197;6229146;2018;Nov;23;10:58:00;480942;TOTE BAG I LOVE LONDON;36;2.9;3.48;United Kingdom;['Senior', 'Small Business', 'New Client']
-1;5995858;2018;May;12;06:15:00;474054;HEART WOODEN CHRISTMAS DECORATION;3;2.25;3.83;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
-1;6230906;2018;Nov;24;11:40:00;463596;6 RIBBONS EMPIRE  ;9;1.73;3.11;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
285348;6362004;2019;Feb;5;06:42:00;486948;VINTAGE  2 METRE FOLDING RULER;36;2.28;2.96;United Kingdom;['Middle Age', 'Corporation', 'New Client']
313131;6353743;2019;Feb;2;06:02:00;490371;ROLL WRAP 50'S CHRISTMAS;36;1.73;1.9;EIRE;['Adult', 'Solo Entrepreneur', 'New Client']
306327;5950483;2018;Mar;26;09:16:00;1787583;WHITE HANGING HEART T-LIGHT HOLDER;3;4.08;4.49;United Kingdom;['Senior', 'Solo Entrepreneur', '2-5 Year Client']
-1;5982999;2018;Apr;28;08:32:00;467208;DECORATION  PINK CHICK MAGIC GARDEN;3;2.25;3.83;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
336693;6239024;2018;Nov;30;11:41:00;485583;COCKTAIL SWORDS 50 PIECES;12;1.15;1.38;United Kingdom;['Senior', 'Corporation', '2-5 Year Client']
345954;6264731;2018;Dec;16;10:33:00;486948;VINTAGE  2 METER FOLDING RULER;3;2.28;4.1;United Kingdom;['Middle Age', 'Solo Entrepreneur', 'New Client']
333102;5900411;2018;Feb;12;07:21:00;1764630;ENGLISH ROSE HOT WATER BOTTLE;3;5.87;8.81;United Kingdom;['Senior', 'Small Business', '2-5 Year Client']
296016;6309336;2019;Jan;12;10:09:00;477288;ALARM CLOCK BAKELIKE PINK;3;10.3;18.54;United Kingdom;['Adult', 'Solo Entrepreneur', 'New Client']
278628;6047657;2018;Jun;24;07:58:00;487368;LUNCH BAG VINTAGE LEAF DESIGN;9;2.28;3.65;United Kingdom;['Adult', 'Solo Entrepreneur', 'Loyal Client']
-1;6029782;2018;Jun;10;09:42:00;470064;LUNCH BAG PINK POLKADOT;6;6.85;12.33;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
286167;6127374;2018;Aug;28;09:50:00;487746;FILIGREE HEART DAISY WHITE;72;1.73;2.25;United Kingdom;['Senior', 'Solo Entrepreneur', '2-5 Year Client']
278523;6232655;2018;Nov;25;12:27:00;444675;GIN + TONIC DIET METAL SIGN;6;3.52;5.28;United Kingdom;['Young Adult', 'Corporation', '2-5 Year Client']
295260;6231401;2018;Nov;25;06:25:00;486948;VINTAGE  2 METER FOLDING RULER;36;2.28;3.88;United Kingdom;['Young Adult', 'Solo Entrepreneur', 'New Client']
304626;6264764;2018;Dec;16;10:42:00;491379;HOME SWEET HOME HANGING HEART;3;1.18;1.3;United Kingdom;['Senior', 'Small Business', 'New Client']
-1;6033544;2018;Jun;12;10:33:00;460551;JUMBO STORAGE BAG SUKI;12;5.7;7.98;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
376131;6377294;2019;Feb;11;10:52:00;1787079;JUMBO BAG RED RETROSPOT;24;2.88;4.61;United Kingdom;['Young Adult', 'Corporation', '2-5 Year Client']
355551;5907594;2018;Feb;16;07:40:00;477372;3D VINTAGE CHRISTMAS STICKERS ;3;1.73;2.08;United Kingdom;['Senior', 'Small Business', 'Loyal Client']
-1;6358715;2019;Feb;3;11:41:00;494214;WALL ART STOP FOR TEA ;6;17.2;29.24;United Kingdom;['Middle Age', 'Solo Entrepreneur', '2-5 Year Client']
